txn_id,user_id,date,amount,category,sub_category,payment_method,gender,usia,segmen,segmen_label,pekerjaan,kota,tier_kota,populasi_kota,pendapatan_bulan,spending_ratio,user_lat,user_long,merch_lat,merch_long,dist_user_merchant,is_fraud,is_night,is_weekend,month,day_of_week,hour,quarter,is_month_start,is_month_end,day_name,week,amount_idr_bucket,above_avg,category_freq_enc,age_group,amount_lag1,amount_diff,rolling_7txn,rolling_30txn,rolling_7_mean,is_spike
TXN0018764,BUDU00359,2024-12-03 13:21:50,439500,Fashion & Pakaian,Zara,Transfer Bank,L,27,B,Kelas B (Menengah Atas),Dosen,Bandung,Kota Besar,2500000,9400221,0.493,-6.5544,107.9416,-6.6094,108.1766,0.2414,0,0,0,12,1,13,4,1,0,Tue,49,200k-500k,0,0.10189281457689434,25-34,272200.0,167300.0,4128300.0,15833600.0,589757.1428571428,0
TXN0018782,BUDU00359,2024-12-17 20:28:34,788100,Hiburan,Karaoke,Gopay,L,27,B,Kelas B (Menengah Atas),Dosen,Bandung,Kota Besar,2500000,9400221,0.493,-6.5544,107.9416,-6.6786,108.2591,0.3409,0,1,0,12,1,20,4,0,0,Tue,51,500k-1jt,1,0.07435912974971214,25-34,439500.0,348600.0,4501300.0,15958500.0,643042.8571428572,0
TXN0018724,BUDU00359,2024-12-27 12:24:30,216600,Makanan & Minuman,Indomie Rebus,Kartu Debit,L,27,B,Kelas B (Menengah Atas),Dosen,Bandung,Kota Besar,2500000,9400221,0.493,-6.5544,107.9416,-6.6883,108.2336,0.3212,0,0,0,12,4,12,4,0,1,Fri,52,200k-500k,0,0.19358422721855242,25-34,788100.0,-571500.0,4225100.0,15751600.0,603585.7142857143,0
TXN0018812,BUDU00360,2023-01-17 13:44:55,197500,Hiburan,Xxi Cinema,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1519,119.4373,0.1443,0,0,0,1,1,13,1,0,0,Tue,3,50k-200k,0,0.07435912974971214,25-34,,0.0,197500.0,197500.0,197500.0,0
TXN0018848,BUDU00360,2023-02-08 18:10:25,25300,Makanan & Minuman,Indomie Rebus,Transfer Bank,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.095,119.5009,0.1808,0,0,0,2,2,18,1,0,0,Wed,6,<50k,0,0.19358422721855242,25-34,197500.0,-172200.0,222800.0,222800.0,111400.0,0
TXN0018819,BUDU00360,2023-02-13 19:55:27,93300,Kesehatan & Kecantikan,Base (Skincare Lokal),Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.103,119.4575,0.1402,0,0,0,2,0,19,1,0,0,Mon,7,50k-200k,0,0.022907702563481,25-34,25300.0,68000.0,316100.0,316100.0,105366.66666666667,0
TXN0018829,BUDU00360,2023-03-17 15:59:30,30000,Transportasi,Bus Kota,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0899,119.4731,0.1525,0,0,0,3,4,15,1,0,0,Fri,11,<50k,0,0.09559016625255035,25-34,93300.0,-63300.0,346100.0,346100.0,86525.0,0
TXN0018831,BUDU00360,2023-03-31 18:14:37,137000,Sembako & Kebutuhan Pokok,Indomaret,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1101,119.4321,0.1186,0,0,0,3,4,18,1,0,1,Fri,13,50k-200k,0,0.11752823061228612,25-34,30000.0,107000.0,483100.0,483100.0,96620.0,0
TXN0018813,BUDU00360,2023-04-12 07:27:14,39700,Transportasi,Bus Kota,Tunai,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.062,119.4989,0.1761,0,0,0,4,2,7,2,0,0,Wed,15,<50k,0,0.09559016625255035,25-34,137000.0,-97300.0,522800.0,522800.0,87133.33333333333,0
TXN0018823,BUDU00360,2023-04-18 11:09:06,567700,Makanan & Minuman,Mie Ayam & Bakso,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1176,119.5046,0.1895,0,0,0,4,1,11,2,0,0,Tue,16,500k-1jt,0,0.19358422721855242,25-34,39700.0,528000.0,1090500.0,1090500.0,155785.7142857143,1
TXN0018846,BUDU00360,2023-04-21 19:48:56,28200,Makanan & Minuman,Warteg,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1163,119.5005,0.1852,0,0,0,4,4,19,2,0,0,Fri,16,<50k,0,0.19358422721855242,25-34,567700.0,-539500.0,921200.0,1118700.0,131600.0,0
TXN0018844,BUDU00360,2023-04-25 13:00:21,83400,Sembako & Kebutuhan Pokok,Superindo,Dana,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.141,119.4933,0.187,0,0,0,4,1,13,2,0,1,Tue,17,50k-200k,0,0.11752823061228612,25-34,28200.0,55200.0,979300.0,1202100.0,139900.0,0
TXN0018853,BUDU00360,2023-05-14 19:00:43,342000,Transportasi,Parkir,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1127,119.4541,0.14,0,0,1,5,6,19,2,0,0,Sun,19,200k-500k,0,0.09559016625255035,25-34,83400.0,258600.0,1228000.0,1544100.0,175428.57142857142,0
TXN0018815,BUDU00360,2023-06-14 19:16:21,586300,Makanan & Minuman,Warteg,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1048,119.4454,0.1292,0,0,0,6,2,19,2,0,0,Wed,24,500k-1jt,0,0.19358422721855242,25-34,342000.0,244300.0,1784300.0,2130400.0,254900.0,1
TXN0018838,BUDU00360,2023-06-19 21:57:54,477700,Hiburan,Netflix/Spotify,Ovo,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.144,119.4278,0.1319,0,1,0,6,0,21,2,0,0,Mon,25,200k-500k,0,0.07435912974971214,25-34,586300.0,-108600.0,2125000.0,2608100.0,303571.4285714286,0
TXN0018835,BUDU00360,2023-06-26 19:56:18,168400,Sembako & Kebutuhan Pokok,Pasar Tradisional,Dana,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1254,119.4384,0.1308,0,0,0,6,0,19,2,0,1,Mon,26,50k-200k,0,0.11752823061228612,25-34,477700.0,-309300.0,2253700.0,2776500.0,321957.14285714284,0
TXN0018862,BUDU00360,2023-08-03 01:00:22,82500,Makanan & Minuman,Mie Ayam & Bakso,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.074,119.4756,0.1531,0,0,0,8,3,1,3,1,0,Thu,31,50k-200k,0,0.19358422721855242,25-34,168400.0,-85900.0,1768500.0,2859000.0,252642.85714285713,0
TXN0018851,BUDU00360,2023-08-11 22:06:08,49000,Makanan & Minuman,Jus Buah,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0659,119.4282,0.1054,0,1,0,8,4,22,3,0,0,Fri,32,<50k,0,0.19358422721855242,25-34,82500.0,-33500.0,1789300.0,2908000.0,255614.2857142857,0
TXN0018837,BUDU00360,2023-08-16 18:20:54,78900,Sembako & Kebutuhan Pokok,Hypermart,Ovo,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0774,119.4913,0.169,0,0,0,8,2,18,3,0,0,Wed,33,50k-200k,0,0.11752823061228612,25-34,49000.0,29900.0,1784800.0,2986900.0,254971.42857142858,0
TXN0018822,BUDU00360,2023-08-17 13:11:57,106800,Pulsa & Data,Indosat Ooredoo,Ovo,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0615,119.4789,0.1561,0,0,0,8,3,13,3,0,0,Thu,33,50k-200k,0,0.04290649051572632,25-34,78900.0,27900.0,1549600.0,3093700.0,221371.42857142858,0
TXN0018849,BUDU00360,2023-08-17 14:07:44,143700,Makanan & Minuman,Jus Buah,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1476,119.4096,0.1204,0,0,0,8,3,14,3,0,0,Thu,33,50k-200k,0,0.19358422721855242,25-34,106800.0,36900.0,1107000.0,3237400.0,158142.85714285713,0
TXN0018843,BUDU00360,2023-08-19 19:32:48,370600,Fashion & Pakaian,Zara,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1477,119.4654,0.1653,0,0,1,8,5,19,3,0,0,Sat,33,200k-500k,0,0.10189281457689434,25-34,143700.0,226900.0,999900.0,3608000.0,142842.85714285713,1
TXN0018859,BUDU00360,2023-08-26 08:30:11,160300,Makanan & Minuman,Jus Buah,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0861,119.4314,0.1108,0,0,1,8,5,8,3,0,1,Sat,34,50k-200k,0,0.19358422721855242,25-34,370600.0,-210300.0,991800.0,3768300.0,141685.7142857143,0
TXN0018863,BUDU00360,2023-09-01 18:45:34,256500,Makanan & Minuman,Kopi Jahe/Wedang,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1539,119.4502,0.1559,0,0,0,9,4,18,3,1,0,Fri,35,200k-500k,0,0.19358422721855242,25-34,160300.0,96200.0,1165800.0,4024800.0,166542.85714285713,0
TXN0018854,BUDU00360,2023-09-04 19:37:31,56300,Makanan & Minuman,Geprek/Ayam Goreng,Dana,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0805,119.425,0.1035,0,0,0,9,0,19,3,1,0,Mon,36,50k-200k,0,0.19358422721855242,25-34,256500.0,-200200.0,1173100.0,4081100.0,167585.7142857143,0
TXN0018836,BUDU00360,2023-09-13 08:06:22,65400,Transportasi,Krl Commuter,Transfer Bank,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1221,119.413,0.1072,0,0,0,9,2,8,3,0,0,Wed,37,50k-200k,0,0.09559016625255035,25-34,56300.0,9100.0,1159600.0,4146500.0,165657.14285714287,0
TXN0018832,BUDU00360,2023-09-27 09:48:37,143300,Hiburan,Game Online,Dana,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0879,119.4994,0.1782,0,0,0,9,2,9,3,0,1,Wed,39,50k-200k,0,0.07435912974971214,25-34,65400.0,77900.0,1196100.0,4289800.0,170871.42857142858,0
TXN0018824,BUDU00360,2023-10-24 13:34:53,169200,Transportasi,Mrt Jakarta,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0583,119.4491,0.1264,0,0,0,10,1,13,4,0,0,Tue,43,50k-200k,0,0.09559016625255035,25-34,143300.0,25900.0,1221600.0,4459000.0,174514.2857142857,0
TXN0018826,BUDU00360,2023-11-16 17:37:47,213200,Makanan & Minuman,Kopi Jahe/Wedang,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.153,119.4287,0.1383,0,0,0,11,3,17,4,0,0,Thu,46,200k-500k,0,0.19358422721855242,25-34,169200.0,44000.0,1064200.0,4672200.0,152028.57142857142,0
TXN0018817,BUDU00360,2023-11-29 09:53:07,69800,Fashion & Pakaian,H&M,Transfer Bank,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1265,119.42,0.1155,0,0,0,11,2,9,4,0,1,Wed,48,50k-200k,0,0.10189281457689434,25-34,213200.0,-143400.0,973700.0,4742000.0,139100.0,0
TXN0018830,BUDU00360,2023-12-22 19:40:16,97500,Sembako & Kebutuhan Pokok,Warung Sembako,Dana,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.153,119.4723,0.1739,0,0,0,12,4,19,4,0,0,Fri,51,50k-200k,0,0.11752823061228612,25-34,69800.0,27700.0,814700.0,4839500.0,116385.71428571429,0
TXN0018841,BUDU00360,2024-01-06 08:20:37,70900,Sembako & Kebutuhan Pokok,Alfamart,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0711,119.4188,0.0963,0,0,1,1,5,8,1,0,0,Sat,1,50k-200k,0,0.11752823061228612,25-34,97500.0,-26600.0,829300.0,4910400.0,118471.42857142857,0
TXN0018833,BUDU00360,2024-01-07 23:01:56,368600,Sembako & Kebutuhan Pokok,Pasar Tradisional,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0669,119.4507,0.1279,0,1,1,1,6,23,1,0,0,Sun,1,200k-500k,0,0.11752823061228612,25-34,70900.0,297700.0,1132500.0,5279000.0,161785.7142857143,1
TXN0018821,BUDU00360,2024-01-10 16:35:10,273500,Pulsa & Data,Indihome,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1033,119.4536,0.1365,0,0,0,1,2,16,1,0,0,Wed,2,200k-500k,0,0.04290649051572632,25-34,368600.0,-95100.0,1262700.0,5355000.0,180385.7142857143,0
TXN0018834,BUDU00360,2024-01-23 07:36:22,100900,Kesehatan & Kecantikan,Base (Skincare Lokal),Ovo,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0614,119.4141,0.0913,0,0,0,1,1,7,1,0,0,Tue,4,50k-200k,0,0.022907702563481,25-34,273500.0,-172600.0,1194400.0,5430600.0,170628.57142857142,0
TXN0018827,BUDU00360,2024-02-13 07:35:06,23900,Pulsa & Data,Myrepublic,Tunai,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.112,119.4919,0.1758,0,0,0,2,1,7,1,0,0,Tue,7,<50k,0,0.04290649051572632,25-34,100900.0,-77000.0,1005100.0,5361200.0,143585.7142857143,0
TXN0018818,BUDU00360,2024-02-21 13:00:36,174800,Hiburan,Taman Wisata,Dana,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1085,119.4843,0.1675,0,0,0,2,2,13,1,0,0,Wed,8,50k-200k,0,0.07435912974971214,25-34,23900.0,150900.0,1110100.0,5506000.0,158585.7142857143,0
TXN0018852,BUDU00360,2024-03-18 11:03:41,15600,Sembako & Kebutuhan Pokok,Superindo,Ovo,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0686,119.408,0.0853,0,0,0,3,0,11,1,0,0,Mon,12,<50k,0,0.11752823061228612,25-34,174800.0,-159200.0,1028200.0,5384600.0,146885.7142857143,0
TXN0018861,BUDU00360,2024-03-25 21:51:46,144100,Pulsa & Data,Indosat Ooredoo,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1539,119.4494,0.1552,0,1,0,3,0,21,1,0,1,Mon,13,50k-200k,0,0.04290649051572632,25-34,15600.0,128500.0,1101400.0,5489000.0,157342.85714285713,0
TXN0018858,BUDU00360,2024-04-01 19:09:56,55100,Kesehatan & Kecantikan,Apotek K-24,Dana,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0887,119.4172,0.0976,0,0,0,4,0,19,2,1,0,Mon,14,50k-200k,0,0.022907702563481,25-34,144100.0,-89000.0,787900.0,4976400.0,112557.14285714286,0
TXN0018828,BUDU00360,2024-04-16 06:18:13,332200,Makanan & Minuman,Geprek/Ayam Goreng,Ovo,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1085,119.4868,0.1699,0,0,0,4,1,6,2,0,0,Tue,16,200k-500k,0,0.19358422721855242,25-34,55100.0,277100.0,846600.0,5280400.0,120942.85714285714,1
TXN0018855,BUDU00360,2024-04-16 13:53:27,229000,Belanja Online,Blibli,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1466,119.4924,0.1886,0,0,0,4,1,13,2,0,0,Tue,16,200k-500k,0,0.13033553522008767,25-34,332200.0,-103200.0,974700.0,5426000.0,139242.85714285713,0
TXN0018845,BUDU00360,2024-05-03 08:48:13,93300,Hiburan,Game Online,Ovo,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1108,119.4631,0.1479,0,0,0,5,4,8,2,1,0,Fri,18,50k-200k,0,0.07435912974971214,25-34,229000.0,-135700.0,1044100.0,5177300.0,149157.14285714287,0
TXN0018825,BUDU00360,2024-05-09 17:01:52,101000,Sembako & Kebutuhan Pokok,Warung Sembako,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1195,119.4754,0.1623,0,0,0,5,3,17,2,0,0,Thu,19,50k-200k,0,0.11752823061228612,25-34,93300.0,7700.0,970300.0,4692000.0,138614.2857142857,0
TXN0018811,BUDU00360,2024-05-26 08:04:36,35700,Belanja Online,Lazada,Ovo,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0641,119.4733,0.1505,0,0,1,5,6,8,2,0,1,Sun,21,<50k,0,0.13033553522008767,25-34,101000.0,-65300.0,990400.0,4250000.0,141485.7142857143,0
TXN0018816,BUDU00360,2024-05-27 08:17:19,281300,Kesehatan & Kecantikan,Sociolla,Transfer Bank,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1148,119.4854,0.1703,0,0,0,5,0,8,2,0,1,Mon,22,200k-500k,0,0.022907702563481,25-34,35700.0,245600.0,1127600.0,4362900.0,161085.7142857143,0
TXN0018840,BUDU00360,2024-07-09 19:18:31,157700,Belanja Online,Blibli,Dana,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0726,119.4993,0.1767,0,0,0,7,1,19,3,0,0,Tue,28,50k-200k,0,0.13033553522008767,25-34,281300.0,-123600.0,1230200.0,4438100.0,175742.85714285713,0
TXN0018814,BUDU00360,2024-07-10 18:44:04,25600,Fashion & Pakaian,Pasar Baju,Dana,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.0734,119.4255,0.1031,0,0,0,7,2,18,3,0,0,Wed,28,<50k,0,0.10189281457689434,25-34,157700.0,-132100.0,923600.0,4414700.0,131942.85714285713,0
TXN0018847,BUDU00360,2024-07-15 03:03:29,225900,Hiburan,Karaoke,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1255,119.4542,0.145,0,0,0,7,0,3,3,0,0,Mon,29,200k-500k,0,0.07435912974971214,25-34,25600.0,200300.0,920500.0,4561700.0,131500.0,0
TXN0018820,BUDU00360,2024-07-30 17:13:33,232400,Belanja Online,Jd.Id,Tunai,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1312,119.4157,0.1146,0,0,0,7,1,17,3,0,1,Tue,31,200k-500k,0,0.13033553522008767,25-34,225900.0,6500.0,1059600.0,4687300.0,151371.42857142858,0
TXN0018842,BUDU00360,2024-08-02 15:56:44,53700,Sembako & Kebutuhan Pokok,Giant,Ovo,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1059,119.4322,0.1171,0,0,0,8,4,15,3,1,0,Fri,31,50k-200k,0,0.11752823061228612,25-34,232400.0,-178700.0,1012300.0,4597300.0,144614.2857142857,0
TXN0018857,BUDU00360,2024-08-15 16:11:13,67300,Transportasi,Grab,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1418,119.4818,0.177,0,0,0,8,3,16,3,0,0,Thu,33,50k-200k,0,0.09559016625255035,25-34,53700.0,13600.0,1043900.0,4294000.0,149128.57142857142,0
TXN0018850,BUDU00360,2024-10-17 22:45:26,123100,Kesehatan & Kecantikan,Apotek K-24,Ovo,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1527,119.4568,0.1606,0,1,0,10,3,22,4,0,0,Thu,42,50k-200k,0,0.022907702563481,25-34,67300.0,55800.0,885700.0,4256800.0,126528.57142857143,0
TXN0018860,BUDU00360,2024-10-28 22:08:56,62900,Sembako & Kebutuhan Pokok,Giant,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1168,119.4867,0.1722,0,1,0,10,0,22,4,0,1,Mon,44,50k-200k,0,0.11752823061228612,25-34,123100.0,-60200.0,790900.0,4063200.0,112985.71428571429,0
TXN0018839,BUDU00360,2024-10-29 08:13:27,89700,Fashion & Pakaian,Pasar Baju,Kartu Debit,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1426,119.5029,0.1965,0,0,0,10,1,8,4,0,1,Tue,44,50k-200k,0,0.10189281457689434,25-34,62900.0,26800.0,855000.0,4096600.0,122142.85714285714,0
TXN0018864,BUDU00360,2024-11-30 09:47:45,213500,Makanan & Minuman,Jus Buah,Dana,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1381,119.4524,0.1492,0,0,1,11,5,9,4,0,1,Sat,48,200k-500k,0,0.19358422721855242,25-34,89700.0,123800.0,842600.0,4244700.0,120371.42857142857,0
TXN0018856,BUDU00360,2024-12-27 21:58:00,75600,Transportasi,Angkot,Gopay,L,26,C,Kelas C (Menengah),Guru Tetap,Makassar,Kota Besar,1500000,5384327,0.678,-5.0641,119.3228,-5.1268,119.4785,0.1679,0,1,0,12,4,21,4,0,1,Fri,52,50k-200k,0,0.09559016625255035,25-34,213500.0,-137900.0,685800.0,4177000.0,97971.42857142857,0
TXN0018887,BUDU00361,2023-01-14 20:50:44,83400,Sembako & Kebutuhan Pokok,Alfamart,Gopay,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,2731471,0.845,-7.6168,111.9221,-7.3106,112.0556,0.334,0,1,1,1,5,20,1,0,0,Sat,2,50k-200k,0,0.11752823061228612,45+,,0.0,83400.0,83400.0,83400.0,0
TXN0018885,BUDU00361,2023-02-17 05:50:13,27700,Sembako & Kebutuhan Pokok,Alfamart,Gopay,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,2731471,0.845,-7.6168,111.9221,-7.3394,111.9857,0.2846,0,0,0,2,4,5,1,0,0,Fri,7,<50k,0,0.11752823061228612,45+,83400.0,-55700.0,111100.0,111100.0,55550.0,0
TXN0018880,BUDU00361,2023-02-22 14:42:02,31800,Transportasi,Gojek,Transfer Bank,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,2731471,0.845,-7.6168,111.9221,-7.3497,112.0485,0.2955,0,0,0,2,2,14,1,0,0,Wed,8,<50k,0,0.09559016625255035,45+,27700.0,4100.0,142900.0,142900.0,47633.333333333336,0
TXN0018875,BUDU00361,2023-03-17 17:38:42,18600,Pulsa & Data,Indihome,Gopay,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,2731471,0.845,-7.6168,111.9221,-7.3,112.0465,0.3403,0,0,0,3,4,17,1,0,0,Fri,11,<50k,0,0.04290649051572632,45+,31800.0,-13200.0,161500.0,161500.0,40375.0,0
TXN0018884,BUDU00361,2023-04-14 20:44:18,69300,Transportasi,Gojek,Ovo,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,2731471,0.845,-7.6168,111.9221,-7.2982,112.0343,0.3378,0,1,0,4,4,20,2,0,0,Fri,15,50k-200k,0,0.09559016625255035,45+,18600.0,50700.0,230800.0,230800.0,46160.0,0
TXN0018877,BUDU00361,2023-05-26 12:44:56,20300,Transportasi,Angkot,Gopay,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,2731471,0.845,-7.6168,111.9221,-7.3062,112.0278,0.3281,0,0,0,5,4,12,2,0,1,Fri,21,<50k,0,0.09559016625255035,45+,69300.0,-49000.0,251100.0,251100.0,41850.0,0
TXN0018889,BUDU00361,2023-06-04 17:42:53,137900,Fashion & Pakaian,Erigo,Tunai,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,2731471,0.845,-7.6168,111.9221,-7.2949,111.986,0.3282,0,0,1,6,6,17,2,1,0,Sun,22,50k-200k,0,0.10189281457689434,45+,20300.0,117600.0,389000.0,389000.0,55571.42857142857,1
TXN0018878,BUDU00361,2023-06-25 13:33:55,25800,Pulsa & Data,Telkomsel,Ovo,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,2731471,0.845,-7.6168,111.9221,-7.3064,112.0521,0.3365,0,0,1,6,6,13,2,0,1,Sun,25,<50k,0,0.04290649051572632,45+,137900.0,-112100.0,331400.0,414800.0,47342.857142857145,0
TXN0018868,BUDU00361,2023-07-24 13:43:39,145300,Hiburan,Konser Musik,Ovo,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,2731471,0.845,-7.6168,111.9221,-7.3636,111.9981,0.2644,0,0,0,7,0,13,3,0,0,Mon,30,50k-200k,0,0.07435912974971214,45+,25800.0,119500.0,449000.0,560100.0,64142.857142857145,1
TXN0018876,BUDU00361,2023-08-20 07:21:04,25100,Pulsa & Data,Indihome,Tunai,P,47,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,2731471,0.845,-7.6168,111.9221,-7.3652,112.0412,0.2784,0,0,1,8,6,7,3,0,0,Sun,33,<50k,0,0.04290649051572632,45+,145300.0,-120200.0,442300.0,585200.0,63185.71428571428,0
